name	cusip	firstyr	gvkey	lastyr	pdpco	pdpseq	begyr	endyr	match
"ALTA LOMA OIL CO"	"021330"	1974	1340	1978	1340	1	1974	1978	
"ALTAIR CORP-DEL"	"021367"	1962	1341	1984	1341	1	1962	1984	1
"ALTAIR CORP-PUERTO RICO"	"021368"	1981	1342	1983	1342	1	1981	1983	
"ALTAMIL CORP"	"021375"	1960	1343	1982	1343	1	1960	1982	
"ALTEC CORP"	"021438"	1965	1344	1983	1344	1	1965	1983	1
"ALTERMAN INVESTMENT FUND"	"021447"	1955	1345	1978	1345	1	1955	1978	
"ALTERNACARE CORP"	"021450"	1984	1346	1986	1346	1	1984	1986	0
"ALTEX OIL CORP"	"021456"	1975	1347	1984	1347	1	1975	1984	
"ALTIUS CORP"	"021492"	1973	1348	1983	1348	1	1973	1983	0
"ALTON PACKAGING CORP"	"021690"	1970	1349	1980	1349	1	1970	1980	1
"ALTOS COMPUTER SYS"	"022060"	1982	1350	1989	1350	1	1982	1989	
"ALTRON INC"	"022092"	1983	1351	1997	1351	1	1983	1997	1
"ALCOA INC"	"013817"	1950	1356	2006	1356	1	1950	2006	1
"ALUMINUM CO OF CANADA LTD"	"022267"	1974	1357	1986	1357	1	1974	1986	1
"ALUMINUM SPECIALTY CO"	"022303"	1962	1358	1972	1358	1	1962	1972	
"ALZA CORP"	"022615"	1975	1359	2000	1359	1	1975	2000	1
"SENTO CORP"	"816918"	1974	1360	2005	1360	1	1974	2005	0
"AMALGAMATED AUTOMOTIVE INDS"	"022659"	1974	1361	1994	1361	1	1974	1994	
"AMALGAMATED SUGAR CO"	"022771"	1950	1362	1981	1362	1	1950	1981	1
"BESTWAY INC"	"086584"	1974	1363	2004	1363	1	1974	2004	
"AMAREX INC"	"023006"	1970	1364	1984	1364	1	1970	1984	0
"AMAX INC"	"023127"	1950	1365	1992	1365	1	1950	1992	1
"AMBAC INDUSTRIES INC"	"023141"	1950	1366	1977	1366	1	1950	1977	1
"AMBER RESOURCES CO OF COLO"	"023184"	1979	1367	2006	1367	1	1979	2006	
"AMBRA OIL & GAS CO"	"023312"	1979	1368	1984	1368	1	1979	1984	0
"AMBRIT INC"	"023363"	1980	1369	1989	1369	1	1980	1989	1
"AMBULATORY MEDICAL CARE INC"	"023365"	1984	1370	1992	1370	1	1984	1992	
"AMCAST INDUSTRIAL CORP"	"023395"	1963	1372	2003	1372	1	1963	2003	1
"AMCO INDS INC"	"023411"	1962	1373	1974	1373	1	1962	1974	
"AMCOLE ENERGY CORP"	"023412"	1976	1374	1987	1374	1	1976	1987	0
"AMDISCO CORP"	"023424"	1950	1375	1983	1375	1	1950	1983	0
"AMECO INC"	"023429"	1965	1376	1971	1376	1	1965	1971	1
"AMEDCO INC"	"023433"	1974	1377	1985	1377	1	1974	1985	1
"AMELCO CORP"	"023438"	1974	1378	1996	1378	1	1974	1996	0
"AMERACE CORP"	"023519"	1957	1379	1983	1379	1	1957	1983	1
"HESS CORP"	"42809H"	1969	1380	2006	1380	1	1969	2006	1
"AMERFORD INTERNATIONAL CORP"	"023609"	1981	1381	1988	1381	1	1981	1988	0
"US AIRWAYS GROUP INC"	"90341W"	1983	1382	2006	1382	2	1983	2006	
"AMERICAN ADVENTURE INC"	"023685"	1981	1383	1987	1383	1	1981	1987	
"AMERICAN AGGREGATES CORP"	"023717"	1973	1384	1985	1384	1	1973	1985	
"AMERICAN AGRI-FUELS CORP"	"023726"	1979	1385	1983	1385	1	1979	1983	
"AMERICAN AGRONOMICS"	"023735"	1968	1386	1986	1386	1	1968	1986	
"AMERICAN AIR FILTER INC"	"023753"	1960	1387	1977	1387	1	1960	1977	1
"AMERICAN AIRLINES INC"	"023771"	1983	1388	2006	1388	1	1983	2006	
"AMERICAN ALLOYS CORP"	"023789"	1960	1389	1972	1389	1	1960	1972	
"AMERICAN APPRAISAL ASSOC INC"	"023852"	1970	1390	1983	1390	1	1970	1983	0
"AMCORD INC"	"023904"	1950	1391	1978	1391	1	1950	1978	1
"AMDAHL CORP"	"023905"	1976	1392	1996	1392	1	1976	1996	1
"AMERCO"	"023586"	1979	1393	2005	1393	1	1979	2005	1
"AMERICAN BAKERIES CO"	"024069"	1950	1394	1985	1394	1	1950	1985	
"AMERICAN BANK NOTE CO"	"024375"	1950	1395	1969	1395	1	1950	1969	1
"AMERICAN BEVERAGE CORP"	"024582"	1973	1396	1980	1396	1	1973	1980	
"AMERICAN BILTRITE INC"	"024591"	1960	1397	2005	1397	1	1960	2005	1
"AMERICAN BIOMEDICAL CORP"	"024616"	1969	1402	1977	1402	1	1969	1977	
"AMERICAN BOOK-STRATFRD PRESS"	"024645"	1974	1403	1984	1403	1	1974	1984	0
"FORTUNE BRANDS INC"	"349631"	1950	1408	2006	1408	1	1950	2006	1
"AMERICAN BROADCASTING"	"024735"	1950	1409	1984	1409	1	1950	1984	
"ABM INDUSTRIES INC"	"000957"	1962	1410	2006	1410	1	1962	2006	1
"AMERICAN BUSINESS PRODS/GA"	"024763"	1969	1411	1998	1411	1	1969	1998	
"ABI AMERICAN BUSINESSPHONE"	"000771"	1984	1412	1988	1412	1	1984	1988	0
"AMERICAN CAMPGROUNDS  -CL A"	"024832"	1977	1413	1989	1413	1	1977	1989	0
"PRIMERICA CORP  -OLD"	"741587"	1950	1414	1987	1414	1	1950	1987	0
"AMERICAN CAPITAL CORP-OLD"	"02499Y"	1966	1415	1983	1415	1	1966	1983	
"AMERICAN CAPITAL CP"	"024898"	1984	1416	1994	1416	1	1984	1994	
"TRANSFINANCIAL HOLDINGS INC"	"89365P"	1982	1418	2002	1418	1	1982	2002	0
"AMERICAN CHAIN & CABLE INC"	"025105"	1950	1420	1974	1420	1	1950	1974	1
"AMERICAN CLIPPER CORP"	"025147"	1977	1421	1980	1421	1	1977	1980	
"AMERICAN COMMUN & TV"	"025201"	1982	1422	1990	1422	1	1982	1990	
"AMERICAN COMMUNITY SERVICES"	"025203"	1982	1423	1985	1423	1	1982	1985	
"AMERICAN COMMUNITY SYS INC"	"025204"	1974	1424	1979	1424	1	1974	1979	
"AMERICAN CONSUMER INDS INC"	"025231"	1950	1425	1977	1425	1	1950	1977	
"AMERICAN CONTROLLED INDS"	"025258"	1963	1427	1985	1427	1	1963	1985	
"AMERICAN CREDIT"	"025285"	1954	1428	1969	1428	1	1954	1969	
"AMERICAN CRYSTAL SUGAR CO"	"025303"	1974	1429	2006	1429	1	1974	2006	1
"AMERICAN CYANAMID CO"	"025321"	1950	1430	1993	1430	1	1950	1993	1
"AMERICAN CYTOGENETICS"	"025328"	1973	1431	1995	1431	1	1973	1995	0
"AMERICAN/DAVEY CORP"	"025346"	1982	1432	1983	1432	1	1982	1983	
"AMERICAN DIAGNOSTICS CORP"	"025364"	1980	1433	1983	1433	1	1980	1983	
"ADT INC"	"001007"	1962	1434	1986	15349	1	1962	1984	1
"AMERICAN ATLANTIC CO"	"024022"	1968	1435	1972	1435	1	1968	1972	
"AMERICAN DURALITE CORP-CL A"	"025519"	1967	1436	1968	1436	1	1967	1968	
"AMERICAN DYNAMICS CORP"	"025530"	1984	1437	1986	1437	1	1984	1986	1
"AMERICAN EAGLE PETROLEUM LTD"	"025531"	1974	1438	1978	1438	1	1974	1978	
"AMERICAN ECOLOGY CORP"	"025533"	1984	1439	2006	1439	1	1984	2006	
"AMERICAN ELECTRIC POWER"	"025537"	1951	1440	2006	1440	1	1951	2006	
"CATHAY MERCHANT GROUP INC"	"14916A"	1980	1441	2006	1441	1	1980	2006	
"AMERICAN EMERGICENTER INC"	"025617"	1983	1442	1985	1442	1	1983	1985	0
"AMERICAN ENERGY & TECHNOLOGY"	"025631"	1977	1443	1983	1443	1	1977	1983	
"AMERICAN VANTAGE COMPANIES"	"03037B"	1983	1444	2005	1444	1	1983	2005	
"AMERICAN EQUITY INVT TRUST"	"025677"	1974	1445	1983	1445	1	1974	1983	
"AMERICAN EXPLORATION CO"	"025762"	1983	1446	1996	1446	1	1983	1996	
"AMERICAN EXPRESS CO"	"025816"	1960	1447	2006	1447	1	1960	2006	1
"AMERICAN EXPRESS CREDIT CORP"	"025818"	1974	1448	2006	1448	1	1974	2006	
"AFLAC INC"	"001055"	1978	1449	2006	1449	1	1978	2006	0
"AMERICAN FAMILY FINL SVCS"	"025874"	1978	1450	2004	1450	1	1978	2004	
"AMERICAN FAMILY PIZZA INC"	"025882"	1982	1451	1986	1451	1	1982	1986	
"AMERICAN FIBER OPTICS CORP"	"025900"	1985	1452	1987	1452	1	1985	1987	
"AMERICAN FUEL TECHNOLOGIES"	"025909"	1981	1453	1985	1453	1	1981	1985	
"AMERICAN EDUCATIONAL COMPUTR"	"025910"	1982	1454	1987	1454	1	1982	1987	
"AMERICAN FIDELITY INVESTMENT"	"026024"	1974	1455	1981	1455	1	1974	1981	
"AMERICAN FILTRONA CORP"	"026042"	1972	1456	1996	1456	1	1972	1996	1
"AMERICAN FINL LEASING & SVCS"	"026094"	1968	1457	1973	1457	1	1968	1973	
"AMERICAN FLETCHER CORP"	"026168"	1963	1458	1985	1458	1	1963	1985	
"AMERICAN FLETCHER MTG INVS"	"026173"	1973	1459	1980	1459	1	1973	1980	
"AMERICAN FOREST PROD CORP"	"026231"	1960	1460	1969	1460	1	1960	1969	
"AMERICAN FRONTIER EXPL INC"	"026295"	1980	1461	1985	1461	1	1980	1985	
"AMERICAN FRUCTOSE  -CL A"	"026296"	1983	1462	1991	1462	1	1983	1991	0
"AMERICAN FURNITURE CO"	"026303"	1964	1463	1985	1463	1	1964	1985	1
"AMERICAN GARDEN PRODUCTS INC"	"026330"	1971	1464	1979	1464	1	1971	1979	
"AMERICAN GENERAL CORP"	"026351"	1971	1465	2000	1465	1	1971	2000	1
"AMERICAN GIRL FASHIONS-CL A"	"026367"	1964	1466	1973	1466	1	1964	1973	
"AMERICAN GOLD MINERALS CORP"	"026374"	1982	1467	1983	1467	1	1982	1983	
"AMERICAN GREETINGS  -CL A"	"026375"	1950	1468	2006	1468	1	1950	2006	1
"AMERICAN GUARANTY CORP"	"026416"	1974	1469	1981	1469	1	1974	1981	
"ENCORE GROUP INC"	"292556"	1983	1470	1997	1470	1	1983	1997	
"AMERICAN HEALTH SERVICES/VA"	"026495"	1974	1471	1979	1471	1	1974	1979	
"AMER HEALTHCARE MGMT"	"026496"	1983	1472	1993	1472	1	1983	1993	
"AMERICAN HELIOTHERMAL"	"026497"	1977	1473	1985	1473	1	1977	1985	0
"AMERICAN HERITAGE LIFE INVS"	"026522"	1979	1474	1998	1474	1	1979	1998	
"AMDURA CORP"	"023426"	1960	1475	1994	1475	1	1960	1994	1
"AMERICAN HOME INDUSTRIES CP"	"026600"	1977	1476	1985	1476	1	1977	1985	
"DIVERSICARE CP OF AMER"	"255103"	1974	1477	1989	1477	1	1974	1989	0
"WYETH"	"983024"	1950	1478	2006	1478	1	1950	2006	1
"AMERICAN HOME SHIELD"	"026632"	1977	1479	1992	1479	1	1977	1992	
"AMERICAN HOSPITAL MGMT CORP"	"026673"	1976	1480	1994	1480	1	1976	1994	
"AMERICAN HOSPITAL SUPPLY"	"026681"	1950	1481	1984	1481	1	1950	1984	1
"AMERICAN INFO TECH-PROJ"	"02680P"	1984	1482	1984	1482	2	1984	1984	
"AMERICAN INFO TECH-PREDIVEST"	"02680W"	1981	1483	1983	1482	1	1981	1983	
"AMERICAN INDUSTRIES LTD"	"026801"	1978	1484	1989	1484	1	1978	1989	
"AMERITECH CORP"	"030954"	1984	1485	1998	1485	1	1984	1998	1
"AMERICAN INTERNATIONAL GROUP"	"026874"	1972	1487	2006	1487	1	1972	2006	
"AMERICAN INTL PICTURES INC"	"026877"	1969	1488	1978	1488	1	1969	1978	
"AMERICAN INVESTMENT CO"	"026879"	1950	1489	1979	1489	1	1950	1979	
"SERVICE STAR CORP"	"81799Y"	1982	1490	1986	1490	1	1982	1986	
"AMER ISRAELI PAPER MILLS-ORD"	"027069"	1960	1491	2005	1491	1	1960	2005	1
"AMERICAN LAFRANCE INC"	"027096"	1972	1492	1973	1492	1	1972	1973	1
"AMERICAN LAND CO"	"027105"	1974	1493	1981	1493	1	1974	1981	
"CRUISE AMERICA INC"	"228787"	1983	1494	1996	1494	1	1983	1996	
"AMERICAN LIST CORP"	"027258"	1973	1495	1996	1495	1	1973	1996	
"AMERICAN LOCKER GROUP INC"	"027284"	1964	1496	2004	1496	1	1964	2004	1
"DAMON GROUP INC"	"235746"	1980	1497	1991	1497	1	1980	1991	
"AMERICAN MAIZE-PRODS  -CL A"	"027339"	1963	1498	1994	1498	1	1963	1994	1
"FOUR CORNERS FINANCIAL CORP"	"350836"	1978	1499	1980	1499	1	1978	1980	
"AMERICAN MANAGEMENT SYSTEMS"	"027352"	1979	1500	2003	1500	1	1979	2003	
"AMERICAN MFG CO"	"027357"	1960	1501	1978	1501	1	1960	1978	1
"AMERICAN MARINE INDS INC"	"027375"	1974	1502	1982	1502	1	1974	1982	
"AMERICAN MARINE LTD"	"027378"	1970	1503	1973	1503	1	1970	1973	
"AMERICAN MEDCARE CORP"	"027414"	1983	1504	1991	1504	1	1983	1991	
"AMERICAN MEDICAL AFFILIATES"	"027416"	1973	1505	1982	1505	1	1973	1982	
"AMERICAN MEDICAL BLDGS INC"	"027420"	1969	1506	1990	1506	1	1969	1990	
"AMERICAN MEDICAL SERVICES"	"027438"	1974	1508	1985	1508	1	1974	1985	
"AMERICAN MEDI-DENT INC"	"027445"	1982	1509	1983	1509	1	1982	1983	
"AMERICAN MEDICORP INC"	"027447"	1969	1510	1977	1510	1	1969	1977	
"GOLF ROUNDS.COM INC"	"38168R"	1980	1511	2006	1511	1	1980	2006	0
"AMERICAN MICROSYSTEMS"	"027525"	1969	1512	1980	1512	1	1969	1980	1
"AMERICAN MOBILE SYS"	"027559"	1984	1513	1994	1513	1	1984	1994	
"AMERICAN MONITOR CORP"	"027561"	1976	1514	1989	1514	1	1976	1989	1
"AMERICAN MORTGAGE & INVT CO"	"027564"	1976	1515	1992	1515	1	1976	1992	
"AMERICAN MOTOR INNS"	"027591"	1964	1516	1984	1516	1	1964	1984	
"AMERICAN MOTORS CORP"	"027627"	1950	1517	1986	1517	1	1950	1986	1
"GALLERY OF HISTORY INC"	"363812"	1984	1518	2006	1518	1	1984	2006	
"AMERICAN MUSIC STORES INC"	"027663"	1965	1519	1975	1519	1	1965	1975	
"AMERICAN MEDICAL PRODUCTS CP"	"027902"	1979	1522	1981	1522	1	1979	1981	1
"AMERICAN MEDICAL ALERT CORP"	"027904"	1981	1523	2006	1523	1	1981	2006	
"AMERICAN NATIONAL CORP-DEL"	"028542"	1963	1524	1972	1524	1	1963	1972	
"AMERICAN NATL ENTERPRISES"	"028546"	1973	1525	1985	1525	1	1973	1985	
"AMERICAN NATIONAL INSURANCE"	"028591"	1972	1526	2006	1526	1	1972	2006	
"AMERICAN NATIONAL PETROLEUM"	"028602"	1981	1527	1992	1527	1	1981	1992	
"AMERICAN NATURAL RESOURCES"	"028609"	1951	1528	1984	1528	1	1951	1984	
"AMERICAN NETWORK INC"	"028620"	1983	1529	1987	1529	1	1983	1987	
"AMERICAN NUCLEAR CORP"	"028663"	1965	1530	2003	1530	1	1965	2003	
"AMERICAN NUCLEONICS CORP"	"028671"	1974	1531	1986	1531	1	1974	1986	1
"AMERICAN OIL & GAS"	"028711"	1982	1532	1993	1532	1	1982	1993	
"AMERICAN PACIFIC CORP"	"028740"	1974	1533	2006	1533	1	1974	2006	1
"AMERICAN PACIFIC INTL INC"	"028762"	1975	1534	1983	1534	1	1975	1983	
"AMERICAN PACEMAKER CORP"	"028778"	1978	1535	1981	1535	1	1978	1981	1
"AMERICAN PACESETTER"	"028780"	1974	1536	1987	1536	1	1974	1987	
"FINA INC  -CL A"	"31734L"	1960	1537	1997	1537	1	1960	1997	1
"AMERICAN PHONEMETER  -CL A"	"028870"	1982	1538	1987	1538	1	1982	1987	0
"AMERICAN PHYSICIANS SVC GP"	"028882"	1982	1539	2006	1539	1	1982	2006	
"AMERICAN PLAN CORP"	"029033"	1979	1540	1983	1540	1	1979	1983	
"AMERICAN POLYMERS INC"	"029060"	1974	1541	1979	1541	1	1974	1979	1
"AMERICAN PRECISION INDS"	"029069"	1962	1542	1999	1542	1	1962	1999	1
"APL LTD"	"00202M"	1983	1543	1996	1543	1	1983	1996	
"AMERAC ENERGY CORP"	"023517"	1970	1544	1996	1544	1	1970	1996	0
"AMERICAN REALTY INVESTORS"	"029174"	1974	1545	2005	1545	1	1974	2005	
"AMERICAN RECREATION CENTERS"	"029195"	1960	1546	1995	1546	1	1960	1995	
"AMERICAN RECREATION GROUP"	"029197"	1970	1547	1974	1547	1	1970	1974	1
"AMERICAN RENT-ALL INC"	"029231"	1966	1548	1972	1548	1	1966	1972	
"AMERICAN RESOURCES GROUP INC"	"029269"	1978	1549	1981	1549	1	1978	1981	
"AMERICAN RESOURCES MGMT CORP"	"029274"	1976	1550	1982	1550	1	1976	1982	
"HUDSONS GRILL AMER"	"444223"	1983	1551	1998	1551	1	1983	1998	0
"AMERICAN SAFETY EQUIP CORP"	"029357"	1960	1552	1977	1552	1	1960	1977	1
"AMERICAN SVGS/FL FSB"	"02941H"	1979	1553	1994	1553	1	1979	1994	
"AMERICAN SCIENCE ENGINEERING"	"029429"	1967	1554	2006	1554	1	1967	2006	1
"AMERICAN SEATING CO"	"029465"	1950	1555	1981	1555	1	1950	1981	1
"AMERICAN SECURITY CORP"	"029544"	1963	1556	1986	1556	1	1963	1986	
"AMERICAN SELF SERVICE STORES"	"029573"	1960	1557	1969	1557	1	1960	1969	
"AMERICAN SERVICE CORP"	"029591"	1975	1558	1986	1558	1	1975	1986	
"AMERICAN SHARED HSPTL SERV"	"029595"	1983	1559	2005	1559	1	1983	2005	
"AMERICAN SHIP BUILDING CO"	"029609"	1950	1560	1992	1560	1	1950	1992	
"AMERICAN SNACKS INC"	"029681"	1974	1561	1982	1561	1	1974	1982	
"AMERICAN SOFTWARE  -CL A"	"029683"	1982	1562	2005	1562	1	1982	2005	
"AMERICAN SOFTWARE TECHNOLOGY"	"029684"	1982	1563	1985	1563	1	1982	1985	
"ASK CORPORATION"	"00206E"	1980	1564	1990	1564	1	1980	1990	1
"AMERICAN SPECIALTY FOODS INC"	"029709"	1974	1565	1978	1565	1	1974	1978	
"AMERICAN STANDARD BLDG SYS"	"029711"	1974	1566	1989	1566	1	1974	1989	
"AMERICAN STANDARD COS INC"	"029712"	1950	1567	2006	1567	1	1950	2006	1
"AMERICAN PUBLIC ENERGY CO"	"029900"	1980	1568	1981	1568	1	1980	1981	
"AMERICAN SPORTS ADVIS"	"029901"	1980	1569	1994	1569	1	1980	1994	
"AMERICAN SERVICE BUREAU INC"	"02999Y"	1978	1570	1988	1570	1	1978	1988	
"AMERICAN STERILIZER CO"	"030087"	1960	1571	1983	1571	1	1960	1983	1
"AMERICAN STORES CO  -OLD"	"030095"	1950	1572	1978	1573	1	1950	1964	
"AMERICAN STORES CO"	"030096"	1965	1573	1998	1573	2	1965	1998	
"AMERICAN STRATEGIC METALS"	"030100"	1984	1574	1988	1574	1	1984	1988	
"AMERICAN SURGERY CENTERS CP"	"030114"	1980	1575	1993	1575	1	1980	1993	
"AMERICAN SYSTEMS INC"	"030123"	1975	1576	1977	1576	1	1975	1977	
"AMERICAN TECHNICAL CERAMICS"	"030137"	1984	1577	2006	1577	1	1984	2006	1
"AMERICAN TECHNICAL IND"	"030141"	1964	1578	1979	1578	1	1964	1979	1
"AMERICAN TELECOMMUNICTNS-OLD"	"030154"	1971	1579	1977	1579	1	1971	1977	0
"AMERICAN TELE & TELEGRPH-PR"	"03017P"	1984	1580	1984	1580	1	1984	1984	0
"AT&T CORP"	"001957"	1950	1581	2004	1581	1	1950	2004	1
"AMERICAN TV & COMMUNICATION"	"030186"	1969	1582	1978	12793	1	1969	1978	
"AMERICAN TELNET CORP"	"030188"	1981	1583	1983	1583	1	1981	1983	0
"AMERICAN UNDERWRITERS GROUP"	"030341"	1981	1584	1989	1584	1	1981	1989	
"AMERICAN VANGUARD CORP"	"030371"	1974	1585	2006	1585	1	1974	2006	
"AMERICAN VISION CENTERS INC"	"030383"	1979	1586	1990	1586	1	1979	1990	
"AMERICAN WATER WORKS INC"	"030411"	1968	1587	2001	1587	1	1968	2001	
"AMERICAN WELDING & MFG CO"	"030447"	1965	1588	1981	1588	1	1965	1981	1
"AMERICAN WESTERN CORP (NEW)"	"030475"	1974	1589	1988	1589	1	1974	1988	
"AMERICANA HOTELS & REALTY CP"	"030562"	1983	1590	1997	1590	1	1983	1997	
"AMERICAR INC"	"030591"	1962	1591	1969	1591	1	1962	1969	0
"AMERICARE CORP"	"030598"	1974	1592	1981	1592	1	1974	1981	
"AMERON INTERNATIONAL CORP"	"030710"	1966	1593	2006	1593	1	1966	2006	1
"AMES DEPT STORES INC"	"030789"	1962	1594	2001	1594	1	1962	2001	
"AMERITRUST CORP"	"030900"	1962	1595	1990	1595	1	1962	1990	1
"AMERIFIN CORP"	"030901"	1950	1596	1983	1596	1	1950	1983	0
"AMERIHEALTH INC/DE"	"030912"	1984	1597	1993	1597	1	1984	1993	0
"AMETEK INC"	"031100"	1950	1598	2006	1598	1	1950	2006	1
"AMFAC INC"	"031141"	1950	1599	1987	1599	1	1950	1987	1
"NEW AMERICAN SHOE CO"	"641890"	1974	1600	1988	1600	1	1974	1988	
"AMFOOD INDUSTRIES INC"	"031152"	1974	1601	1985	1601	1	1974	1985	0
"AMGEN INC"	"031162"	1982	1602	2006	1602	1	1982	2006	1
"AMHERST ASSOCIATES INC"	"031180"	1982	1603	1983	1603	1	1982	1983	
"AMICON CORP"	"031517"	1977	1604	1981	1604	1	1977	1981	1
"AMINEX RESOURCES CORP"	"031527"	1973	1605	1976	1605	1	1973	1976	0
"AMISTAR CORP"	"031535"	1983	1606	2005	1606	1	1983	2005	1
"AMP INC"	"031897"	1950	1608	1998	1608	1	1950	1998	1
"AMOCO CORP"	"031905"	1950	1609	1997	1609	1	1950	1997	1
"AMPAD CORP"	"032009"	1982	1610	1985	1610	1	1982	1985	1
"AMPAL AMERICAN ISRAEL  -CL A"	"032015"	1976	1611	2006	1611	1	1976	2006	0
"AMPCO METAL INC"	"032033"	1960	1612	1969	1612	1	1960	1969	
"AMPCO-PITTSBURGH CORP"	"032037"	1960	1613	2006	1613	1	1960	2006	1
"AMPEX CORP"	"032087"	1950	1614	1979	1614	1	1950	1979	
"AMPLICA INC"	"032098"	1980	1615	1980	1615	1	1980	1980	0
"AMPOWER TECHNOLOGIES INC"	"032145"	1981	1616	1985	1616	1	1981	1985	1
"AMQUEST CORP"	"032147"	1982	1617	1983	1617	1	1982	1983	0
"AMREP CORP"	"032159"	1961	1618	2005	1618	1	1961	2005	1
"AMSOUTH BANCORPORATION"	"032165"	1963	1619	2005	1619	1	1963	2005	0
"AMSTAR CORP"	"032173"	1950	1620	1994	1620	1	1950	1994	1
"AMSTED INDUSTRIES"	"032177"	1950	1623	1988	1623	1	1950	1988	1
"AMTECH RESOURCES INC"	"032331"	1981	1624	1986	1624	1	1981	1986	
"AMTEL INC"	"032339"	1966	1625	1976	1625	1	1966	1976	1
"AMTERRE DEVELOPMENT"	"032342"	1962	1626	1980	1626	1	1962	1980	0
"ANACOMP INC"	"03237E"	1971	1627	2004	1627	1	1971	2004	1
"ANACONDA CO"	"032393"	1950	1628	1975	1628	1	1950	1975	1
"ANADARKO PRODUCTION CORP"	"032510"	1981	1629	1984	1629	1	1981	1984	1
"ANADITE INC"	"032519"	1962	1630	1985	1630	1	1962	1985	1
"ANAEROBIC ENERGY SYSTEMS INC"	"032526"	1981	1631	1982	1631	1	1981	1982	0
"ANALOG DEVICES"	"032654"	1968	1632	2006	1632	1	1968	2006	1
"ANALOGIC CORP"	"032657"	1973	1633	2006	1633	1	1973	2006	1
"ANALYSTS INTERNATIONAL CORP"	"032681"	1974	1634	2006	1634	1	1974	2006	1
"ANAREN INC"	"032744"	1974	1635	2006	1635	1	1974	2006	1
"ANCHOR ALLOYS INC"	"032825"	1963	1636	1970	1636	1	1963	1970	
"ANCHOR COUPLING INC"	"033033"	1962	1637	1973	1637	1	1962	1973	1
"ANCHOR HOCKING CORP"	"033047"	1950	1638	1986	1638	1	1950	1986	1
"ANCORP NATIONAL SERVICES INC"	"033330"	1974	1639	1977	1639	1	1974	1977	0
"ANDAL CORP"	"033352"	1971	1640	1997	1640	1	1971	1997	0
"MOSCOW CABLECOM CORP"	"61945R"	1960	1641	2005	1641	1	1960	2005	
"CROWN ANDERSEN INC"	"228190"	1974	1642	2003	1642	1	1974	2003	1
"ANDERSON CLAYTON & CO"	"033609"	1950	1643	1986	1643	1	1950	1986	1
"ANDERSON ELECTRIC CORP"	"033825"	1960	1644	1968	1644	1	1960	1968	
"ANDERSON GREENWOOD & CO"	"033849"	1974	1645	1985	1645	1	1974	1985	1
"ANDERSON INDUSTRIES INC"	"034042"	1973	1646	1984	1646	1	1973	1984	1
"ANDERSON JACOBSON INC"	"034046"	1969	1647	1987	1647	1	1969	1987	1
"ASCO LIQUIDATING CORP"	"043639"	1973	1648	1989	1648	1	1973	1989	
"ANDOVER CONTROLS CORP"	"034270"	1983	1649	1988	1649	1	1983	1988	1
"ANDREA ELECTRONICS CORP"	"034393"	1960	1650	2006	1650	1	1960	2006	1
"ANDREW CORP"	"034425"	1979	1651	2006	1651	1	1979	2006	1
"ANDROS INC"	"034528"	1980	1652	1995	1652	1	1980	1995	1
"ANDY GARD CORP"	"034555"	1960	1653	1969	1653	1	1960	1969	
"ANGELES CORP"	"034624"	1974	1654	1992	1654	1	1974	1992	
"ANGELICA CORP"	"034663"	1960	1655	2006	1655	1	1960	2006	1
"IQUNIVERSE INC"	"46264Y"	1985	1656	2001	1656	1	1985	2001	0
"ANGIOMEDICS INC"	"034757"	1984	1657	1986	1657	1	1984	1986	1
"ANIMED INC"	"034903"	1983	1658	1988	1658	1	1983	1988	0
"ANDERSONS INC"	"034164"	1983	1659	2006	1659	1	1983	2006	1
"NABORS INDUSTRIES LTD"	"G6359F"	1969	1661	2006	1661	1	1969	2006	1
"ANGSTROM TECHNOLOGIES INC"	"035203"	1984	1662	1985	1662	1	1984	1985	1
"ANHEUSER-BUSCH COS INC"	"035229"	1950	1663	2006	1663	1	1950	2006	1
"ANITEC IMAGE TECHNOLOGY CORP"	"035282"	1984	1664	1987	1664	1	1984	1987	
"ANIXTER BROS INC"	"035285"	1967	1665	1986	1665	1	1967	1986	1
"ANKEN INDUSTRIES"	"035310"	1954	1666	1978	1666	1	1954	1978	1
"ANNANDALE CORP"	"035712"	1980	1667	1990	1667	1	1980	1990	0
"ANODYNE INC"	"036159"	1961	1668	1972	1668	1	1961	1972	1
"BIW LTD"	"05547U"	1974	1669	2006	1669	1	1974	2006	
"ANSONIA WIRE AND CABLE CO"	"036591"	1958	1670	1970	1670	1	1958	1970	
"ANSUL CO"	"036627"	1960	1671	1977	1671	1	1960	1977	1
"ANTA CORP"	"036628"	1973	1672	1984	1672	1	1973	1984	
"ANTARES OIL CORP"	"036640"	1974	1673	1984	1673	1	1974	1984	
"ANTEX CORP"	"036730"	1979	1674	1985	1674	1	1979	1985	1
"ANTHEM ELECTRONICS INC"	"036732"	1979	1675	1993	1675	1	1979	1993	
"K2 INC"	"482732"	1960	1677	2006	1677	1	1960	2006	1
"APACHE CORP"	"037411"	1960	1678	2006	1678	1	1960	2006	1
"APACHE ENERGY&MINERALS"	"037460"	1980	1679	1983	1679	1	1980	1983	
"APACHE PETROLEUM  -LP"	"037463"	1981	1680	1987	1680	1	1981	1987	
"WINCROFT INC"	"973144"	1983	1681	2005	1681	1	1983	2005	0
"APCO ARGENTINA INC"	"037489"	1982	1682	2006	1682	1	1982	2006	
